"firstname","count","district","sex","strata"
"Malou",4,"charlottenburg-wilmersdorf","f","f-Malou"
"Benedict",4,"charlottenburg-wilmersdorf","m","m-Benedict"
"Margarete",4,"charlottenburg-wilmersdorf","f","f-Margarete"
"Bilal",4,"charlottenburg-wilmersdorf","m","m-Bilal"
"Marina",4,"charlottenburg-wilmersdorf","f","f-Marina"
"Björn",4,"charlottenburg-wilmersdorf","m","m-Björn"
"Marta",4,"charlottenburg-wilmersdorf","f","f-Marta"
"Bo",4,"charlottenburg-wilmersdorf","m","m-Bo"
"Mercedes",4,"charlottenburg-wilmersdorf","f","f-Mercedes"
"Charlie",4,"charlottenburg-wilmersdorf","m","m-Charlie"
"Michelle",4,"charlottenburg-wilmersdorf","f","f-Michelle"
"Christopher",4,"charlottenburg-wilmersdorf","m","m-Christopher"
"Milla",4,"charlottenburg-wilmersdorf","f","f-Milla"
"Colin",4,"charlottenburg-wilmersdorf","m","m-Colin"
"Minou",4,"charlottenburg-wilmersdorf","f","f-Minou"
"Emanuel",4,"charlottenburg-wilmersdorf","m","m-Emanuel"
"Mona",4,"charlottenburg-wilmersdorf","f","f-Mona"
"Eren",4,"charlottenburg-wilmersdorf","m","m-Eren"
"Naemi",4,"charlottenburg-wilmersdorf","f","f-Naemi"
"Frank",4,"charlottenburg-wilmersdorf","m","m-Frank"
"Nala",4,"charlottenburg-wilmersdorf","f","f-Nala"
"Frederick",4,"charlottenburg-wilmersdorf","m","m-Frederick"
"Naz",4,"charlottenburg-wilmersdorf","f","f-Naz"
"Hadi",4,"charlottenburg-wilmersdorf","m","m-Hadi"
"Nike",4,"charlottenburg-wilmersdorf","f","f-Nike"
"Hektor",4,"charlottenburg-wilmersdorf","m","m-Hektor"
"Philine",4,"charlottenburg-wilmersdorf","f","f-Philine"
"Immanuel",4,"charlottenburg-wilmersdorf","m","m-Immanuel"
"Rebekka",4,"charlottenburg-wilmersdorf","f","f-Rebekka"
"Jaro",4,"charlottenburg-wilmersdorf","m","m-Jaro"
"Rita",4,"charlottenburg-wilmersdorf","f","f-Rita"
"Jayden",4,"charlottenburg-wilmersdorf","m","m-Jayden"
"Ruby",4,"charlottenburg-wilmersdorf","f","f-Ruby"
"Jelle",4,"charlottenburg-wilmersdorf","m","m-Jelle"
"Ruth",4,"charlottenburg-wilmersdorf","f","f-Ruth"
"Josef",4,"charlottenburg-wilmersdorf","m","m-Josef"
"Selma",4,"charlottenburg-wilmersdorf","f","f-Selma"
"Joseph",4,"charlottenburg-wilmersdorf","m","m-Joseph"
"Smilla",4,"charlottenburg-wilmersdorf","f","f-Smilla"
"Kaspar",4,"charlottenburg-wilmersdorf","m","m-Kaspar"
"Theresia",4,"charlottenburg-wilmersdorf","f","f-Theresia"
"Kerim",4,"charlottenburg-wilmersdorf","m","m-Kerim"
"Tuana",4,"charlottenburg-wilmersdorf","f","f-Tuana"
"Khaled",4,"charlottenburg-wilmersdorf","m","m-Khaled"
"Kiyan",4,"charlottenburg-wilmersdorf","m","m-Kiyan"
"Lean",4,"charlottenburg-wilmersdorf","m","m-Lean"
"Lennard",4,"charlottenburg-wilmersdorf","m","m-Lennard"
"Lewin",4,"charlottenburg-wilmersdorf","m","m-Lewin"
"Lino",4,"charlottenburg-wilmersdorf","m","m-Lino"
"Malte",4,"charlottenburg-wilmersdorf","m","m-Malte"
"Mark",4,"charlottenburg-wilmersdorf","m","m-Mark"
"Markus",4,"charlottenburg-wilmersdorf","m","m-Markus"
"Matti",4,"charlottenburg-wilmersdorf","m","m-Matti"
"Mino",4,"charlottenburg-wilmersdorf","m","m-Mino"
"Mohamad",4,"charlottenburg-wilmersdorf","m","m-Mohamad"
"Muhammad",4,"charlottenburg-wilmersdorf","m","m-Muhammad"
"Nick",4,"charlottenburg-wilmersdorf","m","m-Nick"
"Nikolaus",4,"charlottenburg-wilmersdorf","m","m-Nikolaus"
"Nils",4,"charlottenburg-wilmersdorf","m","m-Nils"
"Noam",4,"charlottenburg-wilmersdorf","m","m-Noam"
"Piet",4,"charlottenburg-wilmersdorf","m","m-Piet"
"Rayan",4,"charlottenburg-wilmersdorf","m","m-Rayan"
"Roman",4,"charlottenburg-wilmersdorf","m","m-Roman"
"Said",4,"charlottenburg-wilmersdorf","m","m-Said"
"Salih",4,"charlottenburg-wilmersdorf","m","m-Salih"
"Selim",4,"charlottenburg-wilmersdorf","m","m-Selim"
"Severin",4,"charlottenburg-wilmersdorf","m","m-Severin"
"Talha",4,"charlottenburg-wilmersdorf","m","m-Talha"
"Till",4,"charlottenburg-wilmersdorf","m","m-Till"
"Viktor",4,"charlottenburg-wilmersdorf","m","m-Viktor"
"Wilfried",4,"charlottenburg-wilmersdorf","m","m-Wilfried"
"William",4,"charlottenburg-wilmersdorf","m","m-William"
"Aaliyah",3,"charlottenburg-wilmersdorf","f","f-Aaliyah"
"Adriana",3,"charlottenburg-wilmersdorf","f","f-Adriana"
"Ahmed",3,"charlottenburg-wilmersdorf","f","f-Ahmed"
"Alea",3,"charlottenburg-wilmersdorf","f","f-Alea"
"Alexia",3,"charlottenburg-wilmersdorf","f","f-Alexia"
"Aline",3,"charlottenburg-wilmersdorf","f","f-Aline"
"Alissa",3,"charlottenburg-wilmersdorf","f","f-Alissa"
"Aliyah",3,"charlottenburg-wilmersdorf","f","f-Aliyah"
"Amaya",3,"charlottenburg-wilmersdorf","f","f-Amaya"
"Andrea",3,"charlottenburg-wilmersdorf","f","f-Andrea"
"Anna-Maria",3,"charlottenburg-wilmersdorf","f","f-Anna-Maria"
"Annelie",3,"charlottenburg-wilmersdorf","f","f-Annelie"
"Arielle",3,"charlottenburg-wilmersdorf","f","f-Arielle"
"Auguste",3,"charlottenburg-wilmersdorf","f","f-Auguste"
"Aylin",3,"charlottenburg-wilmersdorf","f","f-Aylin"
"Beatrice",3,"charlottenburg-wilmersdorf","f","f-Beatrice"
"Cecilia",3,"charlottenburg-wilmersdorf","f","f-Cecilia"
"Cheyenne",3,"charlottenburg-wilmersdorf","f","f-Cheyenne"
"Cornelia",3,"charlottenburg-wilmersdorf","f","f-Cornelia"
"Diana",3,"charlottenburg-wilmersdorf","f","f-Diana"
"Ecrin",3,"charlottenburg-wilmersdorf","f","f-Ecrin"
"Elea",3,"charlottenburg-wilmersdorf","f","f-Elea"
"Elida",3,"charlottenburg-wilmersdorf","f","f-Elida"
"Elissa",3,"charlottenburg-wilmersdorf","f","f-Elissa"
"Ellen",3,"charlottenburg-wilmersdorf","f","f-Ellen"
"Emmi",3,"charlottenburg-wilmersdorf","f","f-Emmi"
"Emmy",3,"charlottenburg-wilmersdorf","f","f-Emmy"
"Fahriddin",3,"charlottenburg-wilmersdorf","f","f-Fahriddin"
"Faye",3,"charlottenburg-wilmersdorf","f","f-Faye"
"Aiden",3,"charlottenburg-wilmersdorf","m","m-Aiden"
"Filippa",3,"charlottenburg-wilmersdorf","f","f-Filippa"
"Alan",3,"charlottenburg-wilmersdorf","m","m-Alan"
"Fiona",3,"charlottenburg-wilmersdorf","f","f-Fiona"
"Alessio",3,"charlottenburg-wilmersdorf","m","m-Alessio"
"Giulietta",3,"charlottenburg-wilmersdorf","f","f-Giulietta"
"Amos",3,"charlottenburg-wilmersdorf","m","m-Amos"
"Iman",3,"charlottenburg-wilmersdorf","f","f-Iman"
"Anil",3,"charlottenburg-wilmersdorf","m","m-Anil"
"Ina",3,"charlottenburg-wilmersdorf","f","f-Ina"
"Antoine",3,"charlottenburg-wilmersdorf","m","m-Antoine"
"Inga",3,"charlottenburg-wilmersdorf","f","f-Inga"
"Ari",3,"charlottenburg-wilmersdorf","m","m-Ari"
"Iva",3,"charlottenburg-wilmersdorf","f","f-Iva"
"Armin",3,"charlottenburg-wilmersdorf","m","m-Armin"
"Ivy",3,"charlottenburg-wilmersdorf","f","f-Ivy"
"Arved",3,"charlottenburg-wilmersdorf","m","m-Arved"
"Jana",3,"charlottenburg-wilmersdorf","f","f-Jana"
"Arvid",3,"charlottenburg-wilmersdorf","m","m-Arvid"
"Jane",3,"charlottenburg-wilmersdorf","f","f-Jane"
"Atilla",3,"charlottenburg-wilmersdorf","m","m-Atilla"
"Jolie",3,"charlottenburg-wilmersdorf","f","f-Jolie"
"Bastian",3,"charlottenburg-wilmersdorf","m","m-Bastian"
"Josefin",3,"charlottenburg-wilmersdorf","f","f-Josefin"
"Bernhard",3,"charlottenburg-wilmersdorf","m","m-Bernhard"
"Katarina",3,"charlottenburg-wilmersdorf","f","f-Katarina"
"Bjarne",3,"charlottenburg-wilmersdorf","m","m-Bjarne"
"Kayla",3,"charlottenburg-wilmersdorf","f","f-Kayla"
"Béla",3,"charlottenburg-wilmersdorf","m","m-Béla"
"Kiara",3,"charlottenburg-wilmersdorf","f","f-Kiara"
"Cem",3,"charlottenburg-wilmersdorf","m","m-Cem"
"Laetitia",3,"charlottenburg-wilmersdorf","f","f-Laetitia"
"Christoph",3,"charlottenburg-wilmersdorf","m","m-Christoph"
"Larissa",3,"charlottenburg-wilmersdorf","f","f-Larissa"
"Dante",3,"charlottenburg-wilmersdorf","m","m-Dante"
"Leia",3,"charlottenburg-wilmersdorf","f","f-Leia"
"Davit",3,"charlottenburg-wilmersdorf","m","m-Davit"
"Leona",3,"charlottenburg-wilmersdorf","f","f-Leona"
"Dean",3,"charlottenburg-wilmersdorf","m","m-Dean"
"Liah",3,"charlottenburg-wilmersdorf","f","f-Liah"
"Diego",3,"charlottenburg-wilmersdorf","m","m-Diego"
"Liliana",3,"charlottenburg-wilmersdorf","f","f-Liliana"
"Edward",3,"charlottenburg-wilmersdorf","m","m-Edward"
"Lilou",3,"charlottenburg-wilmersdorf","f","f-Lilou"
"Elijah",3,"charlottenburg-wilmersdorf","m","m-Elijah"
"Lin",3,"charlottenburg-wilmersdorf","f","f-Lin"
"Elliot",3,"charlottenburg-wilmersdorf","m","m-Elliot"
"Linnea",3,"charlottenburg-wilmersdorf","f","f-Linnea"
"Emin",3,"charlottenburg-wilmersdorf","m","m-Emin"
"Lioba",3,"charlottenburg-wilmersdorf","f","f-Lioba"
"Emir",3,"charlottenburg-wilmersdorf","m","m-Emir"
"Lorin",3,"charlottenburg-wilmersdorf","f","f-Lorin"
"Emre",3,"charlottenburg-wilmersdorf","m","m-Emre"
"Lucy",3,"charlottenburg-wilmersdorf","f","f-Lucy"
"Enno",3,"charlottenburg-wilmersdorf","m","m-Enno"
"Luzie",3,"charlottenburg-wilmersdorf","f","f-Luzie"
"Ernst",3,"charlottenburg-wilmersdorf","m","m-Ernst"
"Mae",3,"charlottenburg-wilmersdorf","f","f-Mae"
"Etienne",3,"charlottenburg-wilmersdorf","m","m-Etienne"
"Magdalene",3,"charlottenburg-wilmersdorf","f","f-Magdalene"
"Fatih",3,"charlottenburg-wilmersdorf","m","m-Fatih"
"Malina",3,"charlottenburg-wilmersdorf","f","f-Malina"
"Filip",3,"charlottenburg-wilmersdorf","m","m-Filip"
"Malu",3,"charlottenburg-wilmersdorf","f","f-Malu"
"Haydar",3,"charlottenburg-wilmersdorf","m","m-Haydar"
"Marielle",3,"charlottenburg-wilmersdorf","f","f-Marielle"
"Ilias",3,"charlottenburg-wilmersdorf","m","m-Ilias"
"Mayla",3,"charlottenburg-wilmersdorf","f","f-Mayla"
"Issa",3,"charlottenburg-wilmersdorf","m","m-Issa"
"Medina",3,"charlottenburg-wilmersdorf","f","f-Medina"
"Ivan",3,"charlottenburg-wilmersdorf","m","m-Ivan"
"Melek",3,"charlottenburg-wilmersdorf","f","f-Melek"
"Jack",3,"charlottenburg-wilmersdorf","m","m-Jack"
"Melike",3,"charlottenburg-wilmersdorf","f","f-Melike"
"Janne",3,"charlottenburg-wilmersdorf","m","m-Janne"
"Melissa",3,"charlottenburg-wilmersdorf","f","f-Melissa"
"Jannick",3,"charlottenburg-wilmersdorf","m","m-Jannick"
"Mieke",3,"charlottenburg-wilmersdorf","f","f-Mieke"
"Janosch",3,"charlottenburg-wilmersdorf","m","m-Janosch"
"Minel",3,"charlottenburg-wilmersdorf","f","f-Minel"
"Jaron",3,"charlottenburg-wilmersdorf","m","m-Jaron"
"Moana",3,"charlottenburg-wilmersdorf","f","f-Moana"
"Jim",3,"charlottenburg-wilmersdorf","m","m-Jim"
"Monika",3,"charlottenburg-wilmersdorf","f","f-Monika"
"Joachim",3,"charlottenburg-wilmersdorf","m","m-Joachim"
"Nila",3,"charlottenburg-wilmersdorf","f","f-Nila"
"Junis",3,"charlottenburg-wilmersdorf","m","m-Junis"
"Nisa",3,"charlottenburg-wilmersdorf","f","f-Nisa"
"Jörg",3,"charlottenburg-wilmersdorf","m","m-Jörg"
"Noa",3,"charlottenburg-wilmersdorf","f","f-Noa"
"Kalle",3,"charlottenburg-wilmersdorf","m","m-Kalle"
"Nova",3,"charlottenburg-wilmersdorf","f","f-Nova"
"Lars",3,"charlottenburg-wilmersdorf","m","m-Lars"
"Ophelia",3,"charlottenburg-wilmersdorf","f","f-Ophelia"
"Lio",3,"charlottenburg-wilmersdorf","m","m-Lio"
"Patricia",3,"charlottenburg-wilmersdorf","f","f-Patricia"
"Lion",3,"charlottenburg-wilmersdorf","m","m-Lion"
"Penelope",3,"charlottenburg-wilmersdorf","f","f-Penelope"
"Liron",3,"charlottenburg-wilmersdorf","m","m-Liron"
"Philippa",3,"charlottenburg-wilmersdorf","f","f-Philippa"
"Logan",3,"charlottenburg-wilmersdorf","m","m-Logan"
"Pina",3,"charlottenburg-wilmersdorf","f","f-Pina"
"Lou",3,"charlottenburg-wilmersdorf","m","m-Lou"
"Raya",3,"charlottenburg-wilmersdorf","f","f-Raya"
"Lucien",3,"charlottenburg-wilmersdorf","m","m-Lucien"
"Regina",3,"charlottenburg-wilmersdorf","f","f-Regina"
"Mads",3,"charlottenburg-wilmersdorf","m","m-Mads"
"Roberta",3,"charlottenburg-wilmersdorf","f","f-Roberta"
"Magnus",3,"charlottenburg-wilmersdorf","m","m-Magnus"
"Selina",3,"charlottenburg-wilmersdorf","f","f-Selina"
"Mahir",3,"charlottenburg-wilmersdorf","m","m-Mahir"
"Sultan",3,"charlottenburg-wilmersdorf","f","f-Sultan"
"Marcel",3,"charlottenburg-wilmersdorf","m","m-Marcel"
"Susanna",3,"charlottenburg-wilmersdorf","f","f-Susanna"
"Marco",3,"charlottenburg-wilmersdorf","m","m-Marco"
"Tamara",3,"charlottenburg-wilmersdorf","f","f-Tamara"
"Mario",3,"charlottenburg-wilmersdorf","m","m-Mario"
"Wilhelmine",3,"charlottenburg-wilmersdorf","f","f-Wilhelmine"
"Marlon",3,"charlottenburg-wilmersdorf","m","m-Marlon"
"Wilma",3,"charlottenburg-wilmersdorf","f","f-Wilma"
"Marvin",3,"charlottenburg-wilmersdorf","m","m-Marvin"
"Yaren",3,"charlottenburg-wilmersdorf","f","f-Yaren"
"Maurice",3,"charlottenburg-wilmersdorf","m","m-Maurice"
"Zahraa",3,"charlottenburg-wilmersdorf","f","f-Zahraa"
"Maxime",3,"charlottenburg-wilmersdorf","m","m-Maxime"
"Zara",3,"charlottenburg-wilmersdorf","f","f-Zara"
"Mert",3,"charlottenburg-wilmersdorf","m","m-Mert"
"Mete",3,"charlottenburg-wilmersdorf","m","m-Mete"
"Metehan",3,"charlottenburg-wilmersdorf","m","m-Metehan"
"Miguel",3,"charlottenburg-wilmersdorf","m","m-Miguel"
"Mikail",3,"charlottenburg-wilmersdorf","m","m-Mikail"
"Moses",3,"charlottenburg-wilmersdorf","m","m-Moses"
"Navid",3,"charlottenburg-wilmersdorf","m","m-Navid"
"Neo",3,"charlottenburg-wilmersdorf","m","m-Neo"
"Nikita",3,"charlottenburg-wilmersdorf","m","m-Nikita"
"Nikola",3,"charlottenburg-wilmersdorf","m","m-Nikola"
"Nikolai",3,"charlottenburg-wilmersdorf","m","m-Nikolai"
"Nino",3,"charlottenburg-wilmersdorf","m","m-Nino"
"Quentin",3,"charlottenburg-wilmersdorf","m","m-Quentin"
"Ralf",3,"charlottenburg-wilmersdorf","m","m-Ralf"
"Reza",3,"charlottenburg-wilmersdorf","m","m-Reza"
"Roan",3,"charlottenburg-wilmersdorf","m","m-Roan"
"Rocco",3,"charlottenburg-wilmersdorf","m","m-Rocco"
"Sergeevič",3,"charlottenburg-wilmersdorf","m","m-Sergeevič"
"Silas",3,"charlottenburg-wilmersdorf","m","m-Silas"
"Titus",3,"charlottenburg-wilmersdorf","m","m-Titus"
"Toni",3,"charlottenburg-wilmersdorf","m","m-Toni"
"Udo",3,"charlottenburg-wilmersdorf","m","m-Udo"
"Umut",3,"charlottenburg-wilmersdorf","m","m-Umut"
"Walter",3,"charlottenburg-wilmersdorf","m","m-Walter"
"Willy",3,"charlottenburg-wilmersdorf","m","m-Willy"
"Wolfgang",3,"charlottenburg-wilmersdorf","m","m-Wolfgang"
"Yiğit",3,"charlottenburg-wilmersdorf","m","m-Yiğit"
"Youssef",3,"charlottenburg-wilmersdorf","m","m-Youssef"
"Yunis",3,"charlottenburg-wilmersdorf","m","m-Yunis"
"Yunus",3,"charlottenburg-wilmersdorf","m","m-Yunus"
"Adelina",2,"charlottenburg-wilmersdorf","f","f-Adelina"
"Alani",2,"charlottenburg-wilmersdorf","f","f-Alani"
"Alara",2,"charlottenburg-wilmersdorf","f","f-Alara"
"Alejandra",2,"charlottenburg-wilmersdorf","f","f-Alejandra"
"Ali",2,"charlottenburg-wilmersdorf","f","f-Ali"
"Alicja",2,"charlottenburg-wilmersdorf","f","f-Alicja"
"Aliya",2,"charlottenburg-wilmersdorf","f","f-Aliya"
"Allegra",2,"charlottenburg-wilmersdorf","f","f-Allegra"
"Alysha",2,"charlottenburg-wilmersdorf","f","f-Alysha"
"Amira",2,"charlottenburg-wilmersdorf","f","f-Amira"
"Amy",2,"charlottenburg-wilmersdorf","f","f-Amy"
"Anaya",2,"charlottenburg-wilmersdorf","f","f-Anaya"
"Ani",2,"charlottenburg-wilmersdorf","f","f-Ani"
"Anisha",2,"charlottenburg-wilmersdorf","f","f-Anisha"
"Annabell",2,"charlottenburg-wilmersdorf","f","f-Annabell"
"Annie",2,"charlottenburg-wilmersdorf","f","f-Annie"
"Antonella",2,"charlottenburg-wilmersdorf","f","f-Antonella"
"Anuk",2,"charlottenburg-wilmersdorf","f","f-Anuk"
"Arina",2,"charlottenburg-wilmersdorf","f","f-Arina"
"Arwen",2,"charlottenburg-wilmersdorf","f","f-Arwen"
"Aya",2,"charlottenburg-wilmersdorf","f","f-Aya"
"Ayda",2,"charlottenburg-wilmersdorf","f","f-Ayda"
"Aysel",2,"charlottenburg-wilmersdorf","f","f-Aysel"
"Ayşe",2,"charlottenburg-wilmersdorf","f","f-Ayşe"
"Beren",2,"charlottenburg-wilmersdorf","f","f-Beren"
"Blessing",2,"charlottenburg-wilmersdorf","f","f-Blessing"
"Brigitte",2,"charlottenburg-wilmersdorf","f","f-Brigitte"
"Cara",2,"charlottenburg-wilmersdorf","f","f-Cara"
"Carolina",2,"charlottenburg-wilmersdorf","f","f-Carolina"
"Cassandra",2,"charlottenburg-wilmersdorf","f","f-Cassandra"
"Abdallah",2,"charlottenburg-wilmersdorf","m","m-Abdallah"
"Ceyda",2,"charlottenburg-wilmersdorf","f","f-Ceyda"
"Abdul",2,"charlottenburg-wilmersdorf","m","m-Abdul"
"Charlize",2,"charlottenburg-wilmersdorf","f","f-Charlize"
"Abdulrahman",2,"charlottenburg-wilmersdorf","m","m-Abdulrahman"
"Charlotta",2,"charlottenburg-wilmersdorf","f","f-Charlotta"
"Akbar",2,"charlottenburg-wilmersdorf","m","m-Akbar"
"Chiara",2,"charlottenburg-wilmersdorf","f","f-Chiara"
"Akif",2,"charlottenburg-wilmersdorf","m","m-Akif"
"Chloé",2,"charlottenburg-wilmersdorf","f","f-Chloé"
"Alain",2,"charlottenburg-wilmersdorf","m","m-Alain"
"Christa",2,"charlottenburg-wilmersdorf","f","f-Christa"
"Albion",2,"charlottenburg-wilmersdorf","m","m-Albion"
"Christel",2,"charlottenburg-wilmersdorf","f","f-Christel"
"Alejandro",2,"charlottenburg-wilmersdorf","m","m-Alejandro"
"Christiane",2,"charlottenburg-wilmersdorf","f","f-Christiane"
"Alessandro",2,"charlottenburg-wilmersdorf","m","m-Alessandro"
"Claudia",2,"charlottenburg-wilmersdorf","f","f-Claudia"
"Alexandru",2,"charlottenburg-wilmersdorf","m","m-Alexandru"
"Clementine",2,"charlottenburg-wilmersdorf","f","f-Clementine"
"Alexis",2,"charlottenburg-wilmersdorf","m","m-Alexis"
"Coco",2,"charlottenburg-wilmersdorf","f","f-Coco"
"Alp",2,"charlottenburg-wilmersdorf","m","m-Alp"
"Cäcilia",2,"charlottenburg-wilmersdorf","f","f-Cäcilia"
"Alwin",2,"charlottenburg-wilmersdorf","m","m-Alwin"
"Dahlia",2,"charlottenburg-wilmersdorf","f","f-Dahlia"
"Amr",2,"charlottenburg-wilmersdorf","m","m-Amr"
"Derya",2,"charlottenburg-wilmersdorf","f","f-Derya"
"André",2,"charlottenburg-wilmersdorf","m","m-André"
"Djamila",2,"charlottenburg-wilmersdorf","f","f-Djamila"
"Antoni",2,"charlottenburg-wilmersdorf","m","m-Antoni"
"Doris",2,"charlottenburg-wilmersdorf","f","f-Doris"
"Antonius",2,"charlottenburg-wilmersdorf","m","m-Antonius"
"Dunja",2,"charlottenburg-wilmersdorf","f","f-Dunja"
"Aren",2,"charlottenburg-wilmersdorf","m","m-Aren"
"Ece",2,"charlottenburg-wilmersdorf","f","f-Ece"
"Ares",2,"charlottenburg-wilmersdorf","m","m-Ares"
"Eden",2,"charlottenburg-wilmersdorf","f","f-Eden"
"Arik",2,"charlottenburg-wilmersdorf","m","m-Arik"
"Eleanore",2,"charlottenburg-wilmersdorf","f","f-Eleanore"
"Aris",2,"charlottenburg-wilmersdorf","m","m-Aris"
"Eleen",2,"charlottenburg-wilmersdorf","f","f-Eleen"
"Arman",2,"charlottenburg-wilmersdorf","m","m-Arman"
"Eleni",2,"charlottenburg-wilmersdorf","f","f-Eleni"
"Ayan",2,"charlottenburg-wilmersdorf","m","m-Ayan"
"Eleonor",2,"charlottenburg-wilmersdorf","f","f-Eleonor"
"Ayden",2,"charlottenburg-wilmersdorf","m","m-Ayden"
"Elinor",2,"charlottenburg-wilmersdorf","f","f-Elinor"
"Aziz",2,"charlottenburg-wilmersdorf","m","m-Aziz"
"Ellena",2,"charlottenburg-wilmersdorf","f","f-Ellena"
"Balthasar",2,"charlottenburg-wilmersdorf","m","m-Balthasar"
"Ellie",2,"charlottenburg-wilmersdorf","f","f-Ellie"
"Baran",2,"charlottenburg-wilmersdorf","m","m-Baran"
"Ellinor",2,"charlottenburg-wilmersdorf","f","f-Ellinor"
"Benito",2,"charlottenburg-wilmersdorf","m","m-Benito"
"Elsbeth",2,"charlottenburg-wilmersdorf","f","f-Elsbeth"
"Bent",2,"charlottenburg-wilmersdorf","m","m-Bent"
"Emelie",2,"charlottenburg-wilmersdorf","f","f-Emelie"
"Berat",2,"charlottenburg-wilmersdorf","m","m-Berat"
"Emine",2,"charlottenburg-wilmersdorf","f","f-Emine"
"Caio",2,"charlottenburg-wilmersdorf","m","m-Caio"
"Emy",2,"charlottenburg-wilmersdorf","f","f-Emy"
"Carlos",2,"charlottenburg-wilmersdorf","m","m-Carlos"
"Enna",2,"charlottenburg-wilmersdorf","f","f-Enna"
"Casper",2,"charlottenburg-wilmersdorf","m","m-Casper"
"Enni",2,"charlottenburg-wilmersdorf","f","f-Enni"
"Claas",2,"charlottenburg-wilmersdorf","m","m-Claas"
"Enya",2,"charlottenburg-wilmersdorf","f","f-Enya"
"Cornelius",2,"charlottenburg-wilmersdorf","m","m-Cornelius"
"Erika",2,"charlottenburg-wilmersdorf","f","f-Erika"
"Dafer",2,"charlottenburg-wilmersdorf","m","m-Dafer"
"Erin",2,"charlottenburg-wilmersdorf","f","f-Erin"
"Dawid",2,"charlottenburg-wilmersdorf","m","m-Dawid"
"Esma",2,"charlottenburg-wilmersdorf","f","f-Esma"
"Dejan",2,"charlottenburg-wilmersdorf","m","m-Dejan"
"Estelle",2,"charlottenburg-wilmersdorf","f","f-Estelle"
"Demian",2,"charlottenburg-wilmersdorf","m","m-Demian"
"Eveline",2,"charlottenburg-wilmersdorf","f","f-Eveline"
"Dennis",2,"charlottenburg-wilmersdorf","m","m-Dennis"
"Fanny",2,"charlottenburg-wilmersdorf","f","f-Fanny"
"Dieter",2,"charlottenburg-wilmersdorf","m","m-Dieter"
"Farida",2,"charlottenburg-wilmersdorf","f","f-Farida"
"Edwin",2,"charlottenburg-wilmersdorf","m","m-Edwin"
"Fee",2,"charlottenburg-wilmersdorf","f","f-Fee"
"Efe",2,"charlottenburg-wilmersdorf","m","m-Efe"
"Felina",2,"charlottenburg-wilmersdorf","f","f-Felina"
"Egemen",2,"charlottenburg-wilmersdorf","m","m-Egemen"
"Finnja",2,"charlottenburg-wilmersdorf","f","f-Finnja"
"Einar",2,"charlottenburg-wilmersdorf","m","m-Einar"
"Finya",2,"charlottenburg-wilmersdorf","f","f-Finya"
"Eli",2,"charlottenburg-wilmersdorf","m","m-Eli"
"Firdevs",2,"charlottenburg-wilmersdorf","f","f-Firdevs"
"Elia",2,"charlottenburg-wilmersdorf","m","m-Elia"
"Florine",2,"charlottenburg-wilmersdorf","f","f-Florine"
"Eliah",2,"charlottenburg-wilmersdorf","m","m-Eliah"
"Freda",2,"charlottenburg-wilmersdorf","f","f-Freda"
"Eliezer",2,"charlottenburg-wilmersdorf","m","m-Eliezer"
"Freya",2,"charlottenburg-wilmersdorf","f","f-Freya"
"Emile",2,"charlottenburg-wilmersdorf","m","m-Emile"
"Fritzi",2,"charlottenburg-wilmersdorf","f","f-Fritzi"
"Emirhan",2,"charlottenburg-wilmersdorf","m","m-Emirhan"
"Gabriela",2,"charlottenburg-wilmersdorf","f","f-Gabriela"
"Ender",2,"charlottenburg-wilmersdorf","m","m-Ender"
"Gabrielle",2,"charlottenburg-wilmersdorf","f","f-Gabrielle"
"Enes",2,"charlottenburg-wilmersdorf","m","m-Enes"
"Gertrud",2,"charlottenburg-wilmersdorf","f","f-Gertrud"
"Eray",2,"charlottenburg-wilmersdorf","m","m-Eray"
"Giorgia",2,"charlottenburg-wilmersdorf","f","f-Giorgia"
"Erick",2,"charlottenburg-wilmersdorf","m","m-Erick"
"Golda",2,"charlottenburg-wilmersdorf","f","f-Golda"
"Ethan",2,"charlottenburg-wilmersdorf","m","m-Ethan"
"Hala",2,"charlottenburg-wilmersdorf","f","f-Hala"
"Fabius",2,"charlottenburg-wilmersdorf","m","m-Fabius"
"Hana",2,"charlottenburg-wilmersdorf","f","f-Hana"
"Faisal",2,"charlottenburg-wilmersdorf","m","m-Faisal"
"Hanne",2,"charlottenburg-wilmersdorf","f","f-Hanne"
"Fiete",2,"charlottenburg-wilmersdorf","m","m-Fiete"
"Hasti",2,"charlottenburg-wilmersdorf","f","f-Hasti"
"Finnegan",2,"charlottenburg-wilmersdorf","m","m-Finnegan"
"Havva",2,"charlottenburg-wilmersdorf","f","f-Havva"
"Florentin",2,"charlottenburg-wilmersdorf","m","m-Florentin"
"Hayley",2,"charlottenburg-wilmersdorf","f","f-Hayley"
